customerID,Evasao,Genero,Idoso,customer.Partner,customer.Dependents,Meses_como_cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Faturamento_Mensal,Faturamento_Total,Contas_Diarias
7434-SHXLS,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.9,20.9,0.6966666666666667
7435-ZNUYY,,Male,0,,,6,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.6,116.6,0.6866666666666668
7439-DKZTW,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,80.55,80.55,2.685
7442-YGZFK,,Male,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),49.8,49.8,1.66
7445-WMRBW,,Female,0,,,48,,,DSL,No,Yes,Yes,Yes,Yes,No,One year,,Bank transfer (automatic),73.85,3581.4,2.4616666666666664
7446-KQISO,,Male,0,,,45,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),109.75,4900.65,3.658333333333333
7446-SFAOA,,Female,0,,,37,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.85,717.5,0.6616666666666667
7446-YPODE,,Male,1,,,11,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Bank transfer (automatic),60.25,662.95,2.0083333333333333
7449-HVPIV,,Male,0,,,55,,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Credit card (automatic),90.4,5099.15,3.0133333333333336
7450-NWRTR,,Male,1,,,12,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,99.45,1200.15,3.315
7452-FOLON,,Male,0,,,39,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),25.45,958.45,0.8483333333333333
7455-SDALK,,Male,0,,,29,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.75,1974.8,2.3583333333333334
7459-IMVYU,,Male,0,,,38,,,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,,Electronic check,69.95,2657.55,2.3316666666666666
7459-RRWQZ,,Female,0,,,15,,,DSL,Yes,No,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),64.65,994.55,2.1550000000000002
7460-ITWWP,,Female,1,,,45,,,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,,Electronic check,86.1,3861.45,2.8699999999999997
7463-IFMQU,,Female,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.05,1423.65,0.6683333333333333
7465-ZZRVX,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.35,70.35,2.3449999999999998
7469-LKBCI,,Male,0,,,16,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),18.95,326.8,0.6316666666666666
7470-DYNOE,,Male,0,,,53,,,DSL,No,No,Yes,No,No,Yes,One year,,Electronic check,61.1,3357.9,2.0366666666666666
7470-MCQTK,,Female,0,,,13,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),48.75,633.4,1.625
7471-MQPOS,,Male,1,,,71,,,DSL,No,Yes,Yes,Yes,No,Yes,One year,,Bank transfer (automatic),72.9,5139.65,2.43
7471-WNSUF,,Male,0,,,60,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),24.15,1505.9,0.8049999999999999
7472-EQOAV,,Male,1,,,71,,,Fiber optic,Yes,Yes,Yes,No,No,No,One year,,Bank transfer (automatic),86.7,6179.35,2.89
7473-ZBDSN,,Female,0,,,14,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,18.8,255.55,0.6266666666666667
7479-NITWS,,Male,0,,,7,,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Credit card (automatic),89.35,631.85,2.978333333333333
7480-QNVZJ,,Male,1,,,50,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,95.7,4816.7,3.19
7480-SPLEF,,Male,0,,,69,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),26.0,1796.55,0.8666666666666667
7481-ATQQS,,Female,1,,,49,,,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,,Credit card (automatic),90.85,4515.85,3.0283333333333333
7483-IQWIB,,Male,0,,,37,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,92.95,3415.25,3.0983333333333336
7486-KSRVI,,Male,0,,,43,,,Fiber optic,No,No,No,Yes,Yes,Yes,One year,,Electronic check,100.0,4211.55,3.3333333333333335
7488-MXJIV,,Female,0,,,4,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,85.65,321.65,2.855
7491-UYKGO,,Female,1,,,53,,,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,,Mailed check,96.75,5206.55,3.225
7492-TAFJD,,Male,0,,,7,,,DSL,Yes,Yes,Yes,No,No,No,Two year,,Mailed check,38.55,280,1.285
7493-GVFIO,,Male,0,,,57,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),20.55,1252.85,0.685
7493-TPUWZ,,Male,0,,,1,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,79.15,79.15,2.6383333333333336
7495-OOKFY,,Female,1,,,8,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),80.65,633.3,2.6883333333333335
7501-IWUNG,,Female,0,,,61,,,DSL,No,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),73.8,4616.05,2.46
7501-VTYLJ,,Female,0,,,2,,,DSL,No,Yes,No,No,No,No,Month-to-month,,Mailed check,51.55,106.2,1.7183333333333333
7502-BNYGS,,Female,0,,,46,,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),69.1,3168,2.3033333333333332
7503-EPSZW,,Female,0,,,64,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.05,1559.15,0.8016666666666666
7503-MIOGA,,Female,1,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),89.85,6697.35,2.9949999999999997
7503-QQRVF,,Male,1,,,16,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),74.3,1178.25,2.4766666666666666
7503-ZGUZJ,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Mailed check,84.65,84.65,2.8216666666666668
7504-UWHNB,,Male,0,,,25,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.75,1729.35,2.325
7508-DQAKK,,Female,0,,,64,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),86.4,5442.05,2.8800000000000003
7508-KBIMB,,Male,0,,,24,,,DSL,Yes,No,Yes,No,No,No,One year,,Credit card (automatic),56.25,1454.25,1.875
7508-MYBOG,,Male,0,,,14,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,86.1,1235.55,2.8699999999999997
7508-SMHXL,,Female,1,,,15,,,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,,Credit card (automatic),89.0,1288.3,2.966666666666667
7511-YMXVQ,,Male,0,,,9,,,DSL,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,45.4,418.8,1.5133333333333332
7515-LODFU,,Male,1,,,69,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),20.3,1356.3,0.6766666666666666
7516-GMHUV,,Male,1,,,50,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,,Credit card (automatic),105.05,5163.3,3.5016666666666665
7517-LDMPS,,Female,0,,,12,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Electronic check,84.6,1017.35,2.82
7517-SAWMO,,Female,0,,,19,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Electronic check,73.2,1441.1,2.44
7519-JTWQH,,Female,0,,,69,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),110.5,7455.45,3.683333333333333
7520-HQWJU,,Female,0,,,66,,,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),67.45,4508.65,2.2483333333333335
7521-AFHAB,,Female,0,,,5,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,44.8,220.45,1.4933333333333332
7521-YXVZY,,Male,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.95,58.3,0.6649999999999999
7524-VRLPL,,Male,1,,,69,,,DSL,Yes,No,Yes,Yes,No,Yes,Two year,,Credit card (automatic),74.1,5031,2.4699999999999998
7526-BEZQB,,Male,0,,,12,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,96.05,1148.1,3.2016666666666667
7526-IVLYU,,Male,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.65,68.35,0.6549999999999999
7527-QNRUS,,Male,0,,,17,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,25.15,412.6,0.8383333333333333
7529-ZDFXI,,Male,1,,,57,,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,,Electronic check,89.85,4925.35,2.9949999999999997
7530-HDYDS,,Female,0,,,38,,,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,,Credit card (automatic),84.25,3264.5,2.808333333333333
7531-GQHME,,Male,0,,,12,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),20.05,265.45,0.6683333333333333
7534-BFESC,,Male,1,,,24,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,76.1,1712.7,2.5366666666666666
7537-CBQUZ,,Male,1,,,63,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),109.4,7031.45,3.646666666666667
7537-RBWEA,,Female,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,25.15,25.15,0.8383333333333333
7538-GWHML,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.65,145.15,2.3216666666666668
7541-YLXCL,,Male,0,,,36,,,DSL,No,Yes,No,Yes,No,Yes,One year,,Mailed check,65.4,2498.4,2.18
7542-CYDDM,,Male,0,,,18,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.05,358.5,0.6683333333333333
7544-ZVIKX,,Male,0,,,58,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),105.05,6004.85,3.5016666666666665
7547-EKNFS,,Male,0,,,42,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Bank transfer (automatic),95.25,3959.35,3.175
7548-SEPYI,,Female,0,,,5,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,96.25,512.45,3.2083333333333335
7549-MYGPK,,Female,0,,,63,,,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,100.55,6215.35,3.3516666666666666
7550-WIQVA,,Male,0,,,50,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Electronic check,108.25,5431.4,3.6083333333333334
7551-DACSP,,Male,0,,,6,,,DSL,No,Yes,Yes,No,No,No,Month-to-month,,Mailed check,55.3,324.25,1.8433333333333333
7551-JOHTI,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.5,19.5,0.65
7552-KEYGT,,Male,0,,,27,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.55,520.55,0.6516666666666667
7554-AKDQF,,Female,0,,,6,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,45.65,323.45,1.5216666666666667
7554-NEWDD,,Male,0,,,10,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),25.7,251.6,0.8566666666666667
7558-IMLMT,,Male,0,,,67,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.8,1411.9,0.6933333333333334
7560-QJAVJ,,Female,0,,,70,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),79.6,5589.45,2.6533333333333333
7560-QRBXH,,Female,0,,,48,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.95,936.7,0.6649999999999999
7562-GSUHK,,Female,0,,,16,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Credit card (automatic),93.2,1573.7,3.106666666666667
7562-UXTPG,,Female,0,,,13,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Mailed check,70.15,886.7,2.3383333333333334
7563-BIUPC,,Male,0,,,5,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,80.6,415.55,2.6866666666666665
7564-GHCVB,,Female,0,,,72,,,Fiber optic,Yes,No,No,No,No,No,Two year,,Bank transfer (automatic),79.05,5730.7,2.635
7566-DSRLQ,,Female,0,,,72,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Electronic check,110.15,7998.8,3.671666666666667
7567-ECMCM,,Male,0,,,24,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Credit card (automatic),79.85,2001,2.6616666666666666
7568-PODML,,Male,0,,,1,,,DSL,No,No,No,No,Yes,Yes,Month-to-month,,Mailed check,45.3,45.3,1.51
7569-NMZYQ,,Female,0,,,72,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),118.75,8672.45,3.9583333333333335
7570-WELNY,,Female,0,,,68,,,Fiber optic,Yes,Yes,No,No,No,No,Two year,,Bank transfer (automatic),84.7,5711.05,2.8233333333333333
7571-YXDAD,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),74.9,147.15,2.496666666666667
7572-KPVKK,,Male,0,,,62,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,,Electronic check,104.05,6590.5,3.4683333333333333
7576-ASEJU,,Female,0,,,41,,,DSL,Yes,No,No,Yes,Yes,Yes,One year,,Credit card (automatic),74.7,3187.65,2.49
7576-JMYWV,,Female,1,,,46,,,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,,Electronic check,110.2,4972.1,3.6733333333333333
7576-OYWBN,,Male,1,,,3,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,76.05,231.8,2.5349999999999997
7577-SWIFR,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,89.25,89.25,2.975
7579-KKLOE,,Male,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Mailed check,91.25,6589.6,3.0416666666666665
7579-OOPEC,,Female,1,,,2,,,DSL,No,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),50.15,115.1,1.6716666666666666
7580-UGXNC,,Female,1,,,2,,,DSL,Yes,Yes,No,No,No,No,Month-to-month,,Mailed check,54.85,104.2,1.8283333333333334
7581-EBBOU,,Female,0,,,60,,,DSL,No,Yes,Yes,Yes,Yes,No,One year,,Credit card (automatic),70.15,4224.7,2.3383333333333334
7586-NHQEA,,Female,0,,,10,,,DSL,No,No,No,Yes,No,No,Two year,,Mailed check,29.6,299.05,0.9866666666666667
7586-ZATGZ,,Male,0,,,40,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,84.9,3369.05,2.83
7587-AOVVU,,Male,0,,,27,,,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,,Electronic check,100.75,2793.55,3.3583333333333334
7587-RZNME,,Male,0,,,3,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,43.3,123.65,1.4433333333333331
7590-VHVEG,,Female,0,,,1,,,DSL,No,Yes,No,No,No,No,Month-to-month,,Electronic check,29.85,29.85,0.995
7593-JNWRU,,Male,0,,,6,,,DSL,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),44.6,260.8,1.4866666666666668
7593-XFKDI,,Male,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,46.3,46.3,1.5433333333333332
7594-LZNWR,,Male,1,,,34,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),69.15,2275.1,2.305
7594-RQHXR,,Female,0,,,1,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,79.6,79.6,2.6533333333333333
7595-EHCDL,,Male,0,,,32,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Credit card (automatic),50.6,1653.45,1.6866666666666668
7595-EUIVN,,Female,0,,,1,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,75.8,75.8,2.5266666666666664
7596-IIWYC,,Female,0,,,27,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.25,538.2,0.675
7596-LDUXP,,Female,0,,,12,,,Fiber optic,Yes,No,No,No,Yes,No,One year,,Credit card (automatic),85.15,979.05,2.8383333333333334
7596-ZYWBB,,Female,0,,,65,,,DSL,Yes,Yes,No,Yes,No,No,Two year,,Mailed check,59.6,3739.8,1.9866666666666668
7598-UAASY,,Male,0,,,2,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Electronic check,76.4,151.8,2.546666666666667
7599-FKVXZ,,Male,0,,,42,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),106.15,4512.7,3.5383333333333336
7599-NTMDP,,Female,0,,,62,,,DSL,Yes,Yes,No,Yes,Yes,No,Two year,,Bank transfer (automatic),48.7,3008.55,1.6233333333333335
7601-DHFWZ,,Female,0,,,48,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),24.0,1183.05,0.8
7601-GNDYK,,Male,0,,,35,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.6,686.95,0.6533333333333334
7601-WFVZV,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.55,19.55,0.6516666666666667
7602-DBTOU,,Female,0,,,71,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.6,1416.5,0.6533333333333334
7602-MVRMB,,Female,0,,,72,,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),110.45,8058.85,3.6816666666666666
7603-USHJS,,Male,0,,,12,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),73.75,871.4,2.4583333333333335
7605-BDWDC,,Female,0,,,31,,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,,Bank transfer (automatic),49.85,1520.1,1.6616666666666666
7605-SNLQG,,Female,0,,,45,,,DSL,No,No,Yes,No,No,No,Month-to-month,,Credit card (automatic),50.25,2221.55,1.675
7606-BPHHN,,Male,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.8,1468.75,0.66
7606-GWMKE,,Male,0,,,21,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,24.7,467.15,0.8233333333333334
7607-QKKTJ,,Male,0,,,45,,,Fiber optic,No,Yes,Yes,No,No,Yes,One year,,Credit card (automatic),95.0,4368.85,3.1666666666666665
7608-RGIRO,,Male,0,,,62,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.4,1413,0.8133333333333332
7609-NRNCA,,Female,0,,,17,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.55,280.85,0.6516666666666667
7609-YBPXG,,Male,0,,,54,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),87.1,4735.2,2.9033333333333333
7610-TVOPG,,Male,0,,,15,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,26.35,378.6,0.8783333333333334
7611-YKYTC,,Male,0,,,22,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),75.0,1573.95,2.5
7613-LLQFO,,Male,0,,,12,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,84.45,1059.55,2.815
7614-QVWQL,,Male,0,,,49,,,DSL,No,Yes,No,No,Yes,Yes,One year,,Bank transfer (automatic),51.8,2541.25,1.7266666666666666
7615-ESMYF,,Female,0,,,2,,,DSL,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,44.6,97.1,1.4866666666666668
7617-EYGLW,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,19.45,19.45,0.6483333333333333
7619-ODSGN,,Male,0,,,24,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,54.75,1338.15,1.825
7619-PLRLP,,Female,0,,,53,,,DSL,Yes,Yes,Yes,No,No,Yes,One year,,Bank transfer (automatic),74.1,3833.95,2.4699999999999998
7621-VPNET,,Female,0,,,42,,,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,,Credit card (automatic),85.9,3729.75,2.8633333333333337
7622-FWGEW,,Male,1,,,56,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),85.65,4824.45,2.855
7622-NXQZR,,Male,0,,,28,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Credit card (automatic),30.1,810.85,1.0033333333333334
7623-HKYRK,,Male,0,,,6,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.7,111.65,0.6566666666666666
7623-TRNQN,,Male,0,,,1,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Mailed check,49.9,49.9,1.6633333333333333
